	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
12509	134	155	142	143	155	140
319765	694	486	630	1065	998	1115
19703	2434	2269	2503	2398	2425	2309
77519	408	386	354	280	301	323
76408	2812	3298	3275	4738	4570	4547
19285	125	142	123	122	130	106
21930	4	3	2	2	0	1
654801	51	60	55	57	43	56
192236	578	653	725	730	650	629
12419	1921	2453	1918	1488	1660	1594
66060	10	8	11	30	14	25
67157	220	254	212	202	225	202
434756	0	0	0	0	0	0
268345	0	0	0	0	0	0
13706	0	0	0	0	1	0
110599566	173	207	203	227	206	202
12412	1047	1152	1047	869	945	942
78913	1018	1097	935	840	941	888
69632	596	541	597	611	574	661
19417	1	0	0	0	0	0
103967	1	3	2	1	2	1
70615	85	88	111	108	110	105
73389	2454	1851	2230	2100	2042	2231
670593	0	0	0	0	0	0
243374	3	0	1	1	2	2
19208	0	1	0	0	0	0
77976	444	340	420	361	367	383
71240	298	288	319	297	276	261
665622	9	8	9	8	8	4
237868	13	9	15	11	10	11
73747	122	108	137	104	127	120
331524	13	7	4	4	4	4
20230	40	28	38	44	37	36
171530	0	0	0	0	0	0
213696	0	0	0	0	0	0
18036	471	511	621	520	471	416
57342	0	3	1	4	0	2
27886	453	446	483	419	396	382
16328	1275	1380	1466	1325	1315	1268
399591	10	8	8	6	8	12
170483	1	0	0	0	0	0
13855	37	49	41	67	65	80
20397	10460	9285	9985	11116	10873	11227
68205	373	356	429	387	341	310
50931	27	21	39	32	31	33
118568607	0	0	0	0	0	0
243725	89	64	115	94	88	112
69709	169	192	211	193	182	205
75599	3	0	0	0	3	2
15564	0	0	0	0	0	0
58803	0	0	0	0	1	0
208890	0	0	0	0	0	0
242915	1	0	0	0	0	0
56075	78	123	89	73	68	82
67451	5	7	8	3	11	8
252903	142	128	98	93	87	113
68427	344	338	411	452	408	424
66257	394	392	398	381	380	401
19017	1	0	0	0	0	0
631797	1	1	1	0	3	0
72371	42	47	28	44	48	40
399568	159	185	195	142	158	149
23871	318	377	301	252	312	297
72181	235	209	246	241	237	248
115487746	5	1	4	3	2	1
271221	221	218	207	215	190	210
22130	352	359	367	332	312	328
75104	0	0	0	0	0	1
209497	3477	3446	3540	3224	3145	3162
108168363	1	0	0	0	0	0
67053	287	323	321	319	329	353
74167	921	944	1011	1000	948	1005
73942	141	146	137	127	134	112
65111	595	722	684	619	680	623
68497	1043	999	1101	1122	1114	1052
229473	704	717	848	709	667	675
245174	73	86	72	43	53	56
68177	361	373	379	330	331	287
27049	2749	2239	2529	3106	3119	3077
76640	0	0	0	0	0	1
71474	330	309	330	303	306	302
621976	888	706	719	636	685	771
381484	233	160	159	105	113	126
72972	491	480	495	441	474	413
14171	0	0	0	0	0	0
13000	1379	1425	1379	1239	1268	1292
24045	1089	1292	1429	1402	1337	1201
258777	0	0	0	0	0	0
72160	20	12	21	10	7	11
12785	3779	4239	3875	3822	4198	4053
56175	0	0	1	0	0	0
76633	209	214	217	217	211	221
243906	67	80	56	76	88	87
17952	646	694	648	588	646	676
382083	20	15	18	20	13	25
20362	2493	2645	2537	2653	2838	2708
21366	19608	18349	19657	19533	18709	19083
20449	12	6	4	4	2	9
118568593	78	65	56	63	57	62
20216	0	0	0	0	0	1
67459	698	829	687	659	724	717
227210	234	309	248	269	286	258
17308	2226	2282	2339	2227	2188	2158
103765	21	26	17	24	14	7
664799	0	0	0	0	1	0
333048	0	0	0	0	0	0
55950	1762	1529	1794	1727	1592	1617
72282	3	8	3	10	2	4
71978	1375	1539	1409	1249	1386	1326
60530	591	889	641	445	479	440
81489	676	792	777	683	728	693
66447	727	919	877	735	713	673
21374	334	364	366	313	339	325
224065	0	0	0	0	0	0
381853	0	0	0	1	0	1
19344	3792	3168	3335	3397	3504	3626
110012	336	319	459	439	360	328
19273	4	3	4	5	1	3
240066	151	150	114	123	117	139
108168373	2	2	1	2	7	1
20224	2140	2228	2155	1972	1957	2012
100042881	0	0	0	0	0	0
76478	855	988	965	782	784	742
109135	120	114	158	127	122	133
53901	0	0	0	0	0	1
66983	405	405	393	394	409	359
56318	97	69	98	63	56	68
74174	2	7	7	3	5	4
53609	369	410	520	433	452	413
224826	2147	2323	2457	2615	2538	2551
12525	0	0	0	0	0	0
12492	3477	3486	3268	3717	4066	4079
73692	284	286	342	275	253	301
108737	1055	1219	1188	1067	1148	1059
16512	0	1	1	1	0	0
66617	179	220	234	187	201	198
215476	646	679	668	595	610	595
194388	2552	2063	2388	2313	2151	2395
27261	903	968	1080	851	762	733
100042235	0	0	0	0	0	0
330450	4	7	4	2	6	4
70370	0	0	1	0	0	0
26570	155	144	120	65	84	90
236219	0	0	0	0	0	0
380712	56	28	46	62	46	49
105440	474	601	478	426	475	467
195531	1	2	3	2	1	2
22652	2	2	3	3	1	2
66536	776	950	853	993	976	874
381259	360	426	351	337	327	325
50780	375	461	428	320	293	317
93876	3	1	1	1	0	0
15488	2368	2506	2629	2585	2510	2609
213603	0	0	0	0	0	0
210853	74	44	53	24	30	43
20446	0	1	0	0	0	0
100764	87	95	111	115	98	72
229725	887	979	932	873	930	880
74091	215	171	204	180	165	169
72318	9033	8213	9340	11097	10238	10968
18676	954	1060	1054	1035	993	981
22402	1	0	2	3	4	2
238021	0	0	1	0	1	0
76854	1	2	2	3	1	3
191578	120	124	121	97	119	117
13848	29	44	49	33	34	36
102638882	48	47	29	25	35	28
319159	1	1	0	0	1	1
11722	3	1	1	1	0	1
58994	114	32	111	548	480	539
19183	67	105	76	73	61	59
12362	1827	1829	1704	1464	1675	1686
17301	19	26	26	21	21	18
58988	317	357	395	312	323	299
57908	586	551	601	600	650	658
216154	545	611	692	629	510	511
272790	0	0	0	0	0	0
403187	361	426	413	371	422	421
623898	0	0	0	0	0	1
64435	0	0	0	0	0	0
67270	753	951	837	926	903	806
545975	3	4	1	3	0	3
103694	1314	1351	1309	1417	1346	1385
21848	316	342	317	312	330	287
171166	35	27	27	38	28	37
18130	593	524	550	528	504	534
109342	0	1	0	0	0	0
105245	2071	2720	2497	2363	2239	2096
13164	0	0	1	0	1	2
225895	324	304	341	329	331	335
380698	0	0	0	1	1	0
71323	683	832	777	758	897	856
76055	2143	1982	2031	1971	1952	2143
27426	1061	1236	1331	1296	1211	1137
54672	51	48	48	58	64	64
68961	480	480	569	517	501	478
101966	1287	1299	1385	1116	1333	1318
68870	90	63	37	63	76	68
75641	1	1	0	0	0	0
17344	769	757	777	660	707	703
17164	6513	6130	6775	6004	5807	5763
21985	9015	8112	8286	7850	8233	8424
20491	1160	1276	1197	877	976	938
17977	771	763	802	696	700	709
66679	645	705	691	661	652	676
241489	0	0	0	0	1	0
100042784	49	34	48	55	50	59
207495	0	0	0	1	2	0
80901	0	1	1	2	0	0
101142	115	122	112	135	103	97
73689	489	445	481	479	489	468
20088	13812	13421	12634	11683	12250	12377
15114	22	28	38	37	42	47
227580	0	0	1	0	0	1
19376	466	348	440	441	349	434
75782	159	206	191	123	132	140
66162	160	154	195	158	176	153
66877	573	598	542	484	506	498
98303	13	6	9	8	7	5
237082	490	559	457	385	532	449
11898	508	509	543	325	313	280
22122	679	729	748	713	644	639
239796	18	14	19	13	16	23
225997	0	0	0	0	0	0
27222	0	0	0	0	0	0
22255	0	0	0	0	0	0
216792	148	183	192	221	173	198
50505	439	392	462	453	439	403
229279	21669	23489	21738	16316	17930	17549
22340	426	454	507	570	559	458
271305	1	4	5	4	2	8
215707	1	4	8	2	3	3
74125	616	650	609	609	667	613
17076	8	14	24	10	21	19
107976	644	702	718	700	666	638
18669	1015	998	1003	840	865	855
56332	5	2	6	7	5	9
72309	63	72	78	132	148	124
381306	185	260	195	160	171	152
12040	123	168	129	147	136	126
30878	5	6	3	4	4	3
68617	0	0	0	0	0	0
16470	0	0	0	0	0	0
66248	648	675	689	726	731	716
71673	225	218	262	234	231	217
11973	3136	2844	3071	3297	3332	3406
12978	39644	32019	40067	32176	30664	31925
22709	177	233	151	128	124	133
20826	1374	1486	1284	1326	1348	1342
333789	375	321	306	238	244	298
64294	4031	3636	4275	5118	4674	4570
108014	1012	1064	1047	941	932	912
51886	1194	1364	1219	1120	1209	1169
319776	1	0	1	1	1	1
69752	283	316	342	290	283	267
68750	1326	1373	1437	1279	1269	1232
227334	455	418	432	390	469	443
59290	0	0	0	0	0	0
231004	8	8	9	6	5	9
18796	1388	1023	1232	1454	1405	1424
70235	259	352	312	259	216	214
235505	746	1079	844	503	553	523
74764	1189	1095	1272	1351	1285	1219
118567557	1134	1040	1047	848	698	701
226778	0	2	0	0	0	2
74486	21	18	13	12	15	12
67064	1904	1558	1526	1710	1731	1726
329165	499	555	479	459	416	478
236792	820	966	786	823	840	826
14311	0	0	1	0	0	0
67480	643	597	588	581	551	551
17907	11	8	7	10	6	6
68209	595	600	585	567	560	464
399548	1	0	0	1	0	0
211006	358	363	373	328	380	363
19726	87	79	77	57	60	71
233204	658	660	767	693	687	683
231386	1200	1235	1125	976	1060	1087
58804	0	0	0	0	0	0
19883	292	213	256	260	264	263
20733	8	12	9	11	14	12
19386	3247	3382	2880	2484	2685	2675
634731	259	318	296	272	275	283
258571	163	86	99	95	109	109
18194	1011	833	946	1023	1034	1063
70081	149	125	123	107	106	112
68889	665	684	765	731	674	651
14673	1555	1566	1820	1560	1378	1349
52570	72	58	77	70	65	59
16150	1501	1471	1486	1508	1529	1458
66988	657	775	668	676	744	723
15936	437	414	507	472	390	433
14705	1346	1333	1688	1792	1644	1509
71971	198	205	244	234	216	194
115487959	0	0	0	0	0	0
66196	46	74	70	86	77	72
78004	26	24	22	21	27	24
225659	178	234	189	160	187	180
24132	324	303	280	196	250	246
16613	97	33	89	55	69	49
22276	111	127	119	106	129	129
74251	37	62	62	54	49	63
69893	124	162	142	169	150	169
216134	5279	5004	5767	6869	6701	6566
100504116	52	51	45	45	50	40
71238	77	67	67	66	65	62
245533	0	1	0	1	1	1
408068	222	196	150	175	180	179
16619	0	0	0	2	1	0
16485	1	0	0	0	0	0
217304	6004	4935	5911	5906	5573	6154
224619	1159	1233	1296	1283	1219	1182
84653	2	0	2	2	1	2
668208	0	1	0	0	0	0
13830	6777	7653	7137	6154	6294	5953
277343	1	0	0	0	0	0
14257	1	2	3	0	0	0
74386	877	954	784	783	816	887
11877	45	48	57	56	49	61
17005	0	0	0	0	0	0
545693	0	0	0	0	0	0
66262	436	432	464	396	432	409
215303	0	0	0	0	0	0
225872	301	257	302	395	329	366
170460	475	512	493	506	492	522
57432	58	59	64	57	54	62
19171	1111	1066	1278	1190	1088	1042
118568343	35	36	34	35	14	21
234686	870	1184	1143	850	829	771
70823	651	629	574	534	603	567
66253	181	164	160	225	217	199
22239	0	0	0	0	0	0
231805	610	701	611	711	752	602
20846	3709	3638	3777	3033	3204	3314
12873	1	1	2	1	1	1
56030	1824	2198	2115	2076	2051	2103
66126	972	1009	1042	936	869	909
56872	0	0	0	0	0	0
81003	388	341	308	274	270	301
232406	31	13	29	20	21	24
193796	408	411	402	481	421	432
384214	0	1	1	0	1	1
18102	942	1256	994	944	1044	908
106639	174	166	185	191	195	191
241634	0	0	0	0	0	0
66680	1100	1370	1229	1096	1141	1087
70750	283	274	265	238	239	230
71617	357	381	411	386	391	389
19337	11	11	12	11	11	5
77015	0	0	0	0	0	0
66913	1237	1428	1311	1084	1172	1159
110197	88	146	125	74	95	88
23802	2731	2748	2944	2983	3125	3015
67426	72	36	67	61	68	73
50771	1577	1570	1613	1544	1545	1468
619297	2	1	1	2	4	4
67811	689	820	802	850	801	687
227195	873	798	773	739	773	816
70396	1551	1443	1389	1343	1453	1394
104360	0	0	0	0	0	0
13199	1	0	1	1	0	0
93679	1735	1848	2068	2061	1805	1735
118568299	0	0	0	0	6	10
238690	31	41	24	29	19	22
54698	0	0	0	0	1	2
16633	132	143	128	63	63	65
20346	0	0	0	0	0	0
50850	819	761	733	746	724	782
83492	0	0	0	0	1	0
76719	1390	1462	1480	1336	1344	1324
102632737	25	23	28	23	27	36
228368	952	1041	963	874	875	920
27176	14930	14359	16347	14052	13400	13637
80893	0	0	1	0	0	0
67493	368	407	324	363	362	403
21463	1	1	5	0	2	0
432964	1	0	2	1	1	1
238692	263	185	195	197	219	228
269614	354	424	399	422	393	417
102580	407	462	503	478	420	450
13009	0	0	0	0	0	0
67434	414	336	369	292	326	290
546611	38	59	54	39	38	25
66665	56	124	92	75	82	66
236511	1475	1468	1568	1424	1404	1405
21808	0	0	2	3	0	0
625801	0	0	0	0	0	0
27993	816	922	836	955	852	829
74229	30	46	34	27	32	32
217201	413	428	442	405	430	403
20686	16	15	16	21	14	6
53419	0	0	0	0	0	0
218035	1760	1777	1777	1665	1744	1723
20016	553	589	707	557	544	491
26403	1886	1792	2079	1891	1625	1678
75430	877	851	891	732	719	750
67213	3210	2777	3094	2913	2760	3047
66612	588	582	580	598	601	574
71564	67	65	64	50	64	58
19088	760	917	783	556	619	533
258922	0	0	1	0	0	0
268527	0	0	1	3	2	0
63986	1879	1485	1785	1248	1191	1267
666532	1712	1450	1232	1074	1173	1185
228003	2	5	0	2	1	3
212679	108	108	122	152	143	124
237761	0	0	0	0	0	0
78771	909	939	843	713	855	806
208691	280	282	289	248	258	256
71425	0	0	0	0	1	0
64656	919	931	1010	836	879	816
19303	3230	3253	3674	3266	3009	3169
226409	1971	2781	2169	1933	2133	2121
71810	990	1243	1333	1162	1130	1091
71310	1339	1367	1308	1369	1433	1513
319701	183	267	179	133	125	152
74152	208	215	203	231	262	277
67416	179	163	171	133	162	126
16907	901	1409	1189	823	783	843
75627	286	342	296	263	255	301
12166	60	75	47	44	39	42
54607	1268	1115	1113	1208	1340	1343
17961	254	216	199	177	199	182
108147	1094	1393	1291	1343	1234	1250
108052	21	11	23	27	20	33
17193	225	225	232	170	183	168
18583	424	461	411	382	384	371
69698	14	11	13	4	7	7
217869	3777	3740	3529	3313	3832	3642
72658	37	55	45	49	37	40
71835	502	491	484	386	384	360
109663	1	0	0	0	1	0
72690	0	0	0	0	0	0
50721	192	214	229	235	199	190
242109	23	32	25	31	44	50
171543	663	372	531	497	450	527
15170	5690	5636	6189	6024	5562	5836
73545	49	36	37	55	50	31
69976	1405	1347	1448	1342	1349	1297
20416	2145	2238	2348	2054	1979	2110
217353	322	308	361	379	336	343
435921	3	4	3	2	2	2
231238	345	406	378	358	416	377
100121	1080	1193	1191	1038	1149	1091
11891	208	246	196	138	165	162
71562	150	181	188	136	142	118
75305	0	0	0	0	0	0
108167548	0	1	0	0	0	1
11784	0	0	0	1	0	0
53325	267	301	316	282	262	256
76982	0	0	0	0	0	0
100043757	0	0	0	1	0	1
269855	52	38	45	33	28	45
14058	390	216	349	334	294	336
12322	62	50	71	31	26	29
70261	5	0	7	4	8	16
19348	1422	2001	1684	1219	1023	926
26358	0	0	0	0	0	0
195522	43	53	59	47	45	66
214575	1	0	0	0	1	0
107734	1110	1197	1110	1092	1067	1082
74734	326	319	358	298	332	342
67285	396	451	412	320	356	333
59036	2	3	2	7	3	5
16668	0	1	1	0	0	0
217082	1	1	0	1	1	0
68184	738	879	841	788	842	841
214254	76	73	83	66	70	81
237890	0	0	0	0	0	1
76843	424	636	504	330	382	359
20335	1606	1588	1239	1243	1266	1319
330671	0	1	0	0	0	1
240058	4	1	1	0	0	0
252837	0	0	0	0	0	0
58234	0	0	0	0	1	0
72891	10	14	11	5	6	2
12330	10140	10877	9874	9336	10135	9633
18538	10854	11403	10603	14494	14124	14228
622402	118	173	131	129	138	150
66549	1372	1372	1370	1277	1328	1307
193116	1381	1219	1340	1248	1188	1197
55949	5776	5244	5741	5557	5420	5560
103742	556	580	622	629	616	596
102635744	0	0	3	1	0	1
16848	865	868	954	1107	942	992
66205	1116	964	971	1252	1170	1187
100855	1848	1799	1963	1622	1618	1650
20454	1247	1889	1569	1697	1922	1749
209011	966	950	1082	1045	969	1041
12408	353	376	376	363	330	357
23918	1530	1659	1524	1468	1415	1490
59031	1070	1108	1254	1061	1060	896
269252	761	878	758	727	784	777
80289	538	460	410	338	349	354
433801	478	392	388	208	230	274
218314	131	124	127	109	115	106
278240	0	0	1	1	0	0
208092	752	797	891	765	708	714
98956	435	564	516	506	599	499
52639	373	452	396	415	313	339
12325	592	736	650	594	583	581
12518	2	0	2	1	1	2
213945	0	0	0	1	0	0
329251	248	254	261	177	200	212
67097	8012	7817	8609	8857	8099	7971
270802	156	180	134	179	166	178
228858	6	12	9	5	13	7
105242927	0	0	0	0	0	0
57439	921	874	870	839	895	881
225131	1354	1373	1386	1222	1326	1270
67042	242	315	286	260	280	217
52712	229	184	171	196	190	176
70348	7	11	6	6	4	4
14783	7	5	4	7	9	2
57811	0	0	0	0	0	0
233424	21	17	13	10	12	25
68521	277	338	341	248	236	223
76539	331	319	281	262	299	256
71711	178	235	222	228	212	206
14712	1137	1150	1220	1213	1152	1177
78774	0	0	0	0	1	0
227731	321	389	368	467	408	416
66302	143	128	121	126	166	155
22349	0	0	1	1	0	2
13799	0	0	0	0	0	0
104732	235	321	337	199	233	230
80292	342	336	358	339	335	327
56316	185	175	173	205	192	218
18707	3244	3021	3589	4770	4217	4310
108755	291	249	300	309	277	282
102436	442	513	471	485	434	447
17087	277	165	168	180	183	217
76615	0	0	0	0	0	0
110119	313	324	353	344	320	276
56708	56	53	61	40	29	41
215445	235	254	277	280	239	283
19752	0	0	0	0	0	0
26568	26	21	28	21	20	24
13011	40	21	22	38	31	29
75725	703	716	624	545	500	609
66999	845	903	949	919	918	915
72930	3	4	2	6	1	4
12385	3622	4095	3792	3600	3721	3439
14768	429	432	467	424	427	435
27643	435	411	403	420	419	422
244189	0	0	0	0	0	0
19054	327	369	445	379	349	350
73341	2684	2701	2574	2019	2201	2128
19655	728	889	763	653	682	631
15007	2	2	0	1	0	0
12295	63	40	59	86	66	81
67511	2752	3151	3145	2961	2906	2694
353208	176	141	110	137	139	178
78255	353	259	287	236	215	225
211556	575	665	660	559	625	586
233912	490	570	629	605	461	496
243743	16	14	7	7	6	7
75007	2392	1994	2322	3065	3056	3003
231807	1424	1235	1411	1467	1322	1441
16206	47	42	46	42	41	40
18700	219	281	234	195	208	211
330695	10	8	10	5	6	9
237886	1558	1825	1429	981	1037	1052
68349	782	960	868	831	938	853
319604	1241	1144	1188	1075	1171	1145
78388	2973	2950	3145	2913	2746	2699
192194	0	1	0	0	0	0
57765	0	0	0	1	0	0
83436	2974	3114	2953	2645	2761	2730
170788	1	0	0	1	0	0
14235	1227	1847	1559	1034	972	852
66091	664	776	638	634	722	588
652925	292	331	296	263	241	227
12349	1	2	0	8	17	11
14126	0	0	1	0	0	0
211652	6	8	6	8	5	6
16508	0	0	0	0	0	0
73458	0	1	1	0	0	1
26459	1	0	0	1	0	0
68729	535	715	595	540	598	615
70207	203	222	215	202	226	204
19153	29	26	33	30	24	22
170834	0	0	0	0	0	0
382018	45	52	60	84	94	77
626940	0	0	1	0	0	1
243385	2	0	0	1	1	1
210146	552	472	553	557	493	502
170759	974	1088	1214	1256	1087	1070
18613	40	28	35	28	9	26
67971	25	33	33	14	15	12
67778	460	465	544	422	471	491
54188	325	366	336	361	308	318
18286	1093	1422	1275	1073	1086	989
22092	5	19	16	13	18	11
20318	4158	4195	4293	4036	4078	4144
380842	0	0	0	0	0	0
52432	499	554	537	434	473	517
269701	10	24	14	11	6	10
68327	218	246	238	204	192	219
232210	252	259	277	252	273	227
100503041	0	2	0	2	1	3
20530	1252	1043	1183	1254	1193	1291
22215	1611	1401	1330	1216	1317	1272
243853	613	676	733	732	679	649
20479	3317	3268	3139	2731	3000	3032
20533	0	0	0	0	0	0
16551	1818	2286	1860	1208	1217	1151
66624	2387	2585	2652	2402	2510	2356
118567621	373	371	353	237	248	295
21652	263	232	285	320	277	292
100503884	4	5	0	2	3	2
53623	29	5	12	22	14	13
72611	778	665	678	615	684	706
76426	3	3	4	0	1	1
98396	318	283	299	341	303	287
14365	1	0	1	0	0	1
53856	1	1	1	0	0	0
21400	16	24	23	37	29	27
83561	0	0	0	0	0	0
239739	0	0	0	0	0	0
26386	19	24	29	28	29	26
110058	1	0	0	0	1	0
16578	101	103	112	86	98	92
72543	1513	1859	1817	1472	1428	1343
230082	802	1026	1056	1019	866	879
19204	2747	1895	2508	2585	2391	2532
50528	0	0	0	0	0	0
93759	430	435	385	365	403	373
16881	1331	1933	1591	1282	1213	1147
70726	16	45	35	31	34	26
71787	405	388	365	395	373	325
118568080	190	149	162	117	103	152
56805	586	467	465	454	447	492
434130	2	0	1	3	0	0
22612	1	0	0	0	0	1
50791	40	24	26	31	23	31
50935	900	753	918	930	863	910
77766	144	159	129	118	125	127
234366	1243	1555	1498	1457	1447	1350
67871	228	202	207	172	184	216
96935	1	0	1	0	0	1
52443	592	579	619	541	592	551
194401	103	186	162	135	113	113
105000	106	129	111	109	124	109
17175	0	1	0	0	0	0
67163	1672	1717	1480	1585	1696	1714
77219	1077	1089	973	963	1033	997
109624	29	36	34	41	30	30
269952	79	116	105	105	134	103
240960	0	0	0	0	0	1
320683	428	377	431	414	342	438
26425	658	819	784	684	720	701
12662	635	651	556	488	481	498
12350	0	0	0	0	0	0
218885	163	188	181	166	196	189
11949	4248	3987	3878	3444	3826	3965
232414	1	1	1	5	4	4
56857	6592	5756	6461	6681	6078	6341
70556	61	83	87	98	86	108
73834	1925	1913	1939	1917	2072	2026
11747	13820	13493	13690	13891	13712	13773
69232	1555	1693	1764	1544	1532	1541
15896	265	293	253	179	197	187
102642386	0	0	0	0	0	0
244745	849	1033	838	772	820	783
634882	0	0	0	0	0	0
100042335	459	352	381	485	389	447
18201	648	698	642	643	621	678
433904	63	67	59	38	41	48
21973	5410	7347	5940	4081	4347	4013
230757	382	397	363	318	363	340
56223	0	0	0	0	0	0
12986	1651	979	1513	1744	1564	1742
224481	148	176	166	155	156	155
434377	98	98	95	75	95	88
231915	400	425	435	405	430	397
17288	0	0	0	0	0	0
77604	475	434	405	398	356	394
11553	0	0	0	1	0	0
231042	183	161	170	198	218	187
228033	3399	3734	3725	3602	3344	3052
12775	39	12	37	20	10	13
74004	0	0	0	0	0	0
18813	1896	2387	2047	2055	2104	1980
245368	14	6	10	5	10	7
320145	0	0	0	0	0	0
11571	0	0	0	0	1	0
80859	701	327	621	468	389	476
14964	43210	35584	45355	47888	44212	45833
108169096	0	1	2	1	1	0
117589	253	262	226	224	240	259
239250	1	0	0	0	0	0
107508	2307	2772	2432	2488	2750	2708
69053	953	985	956	854	897	948
18458	12098	11676	12665	12905	13058	12404
107568	9591	6446	7631	5872	6144	6247
19158	923	985	973	968	935	908
75329	13	28	17	11	24	13
217845	0	0	0	0	0	0
54519	4568	4658	4430	4651	4770	4709
217449	634	668	606	690	618	676
14009	289	423	315	330	415	349
69550	3095	2578	3085	2781	2947	2907
74180	0	0	0	0	0	0
72795	97	96	68	76	98	103
11980	1270	962	1084	1202	1267	1353
70893	0	0	0	0	0	0
68035	1153	1207	1373	1249	1170	1137
57296	4321	5612	5404	5868	5780	5203
258783	31	33	26	27	28	24
71704	628	569	554	634	667	634
110173	1489	1504	1488	1293	1246	1266
72236	2	0	0	1	0	0
23845	987	1436	1057	656	864	834
414077	655	818	935	904	791	690
140577	2	4	3	1	5	6
100862375	461	709	691	732	609	637
232975	5097	5543	5853	5331	4910	4901
69710	4697	4413	5207	5089	4603	4782
209200	1748	1331	1516	1201	1254	1308
244209	13	13	15	15	12	21
19219	343	284	341	314	280	313
118568452	0	0	0	0	0	0
78890	159	174	167	154	145	142
16178	28	33	33	22	18	8
14864	0	0	0	0	0	0
69640	0	0	0	1	3	1
213649	6	4	6	6	1	2
18175	52	47	54	36	36	34
74330	1639	1490	1585	1474	1444	1526
240087	972	1245	1124	903	848	875
71853	5252	6873	6102	5823	6226	5908
57339	4	5	5	1	0	1
320311	2	4	3	0	3	1
102334	633	575	635	618	617	637
107607	419	334	439	321	312	304
52504	319	352	356	301	320	304
118568052	0	0	0	0	0	0
69387	27	27	23	22	12	19
56401	310	343	299	335	352	333
74157	1835	2006	2006	1983	1914	1915
100040260	0	0	1	0	1	0
218734	530	543	494	428	489	477
20680	3	3	3	3	3	4
20111	3189	3067	3472	2896	2526	2747
100182	1425	1413	1480	1338	1143	1214
20955	827	794	693	580	633	655
68554	248	265	242	188	214	171
19698	482	351	543	465	446	507
99681	0	5	6	2	2	1
224019	23	19	22	22	20	15
66337	28	18	16	15	12	16
54366	21	21	22	21	21	16
228807	97	55	88	70	73	75
20833	3155	3813	3465	2954	2985	2829
19942	5033	4710	5043	4989	4756	4584
93706	673	1076	835	808	854	706
54354	1056	937	1011	942	933	873
109161	1404	1327	1234	1192	1298	1329
12686	0	1	0	0	0	1
73847	336	449	444	339	288	258
320522	1	1	0	2	1	3
68431	64	62	73	104	86	77
327655	280	316	320	314	331	310
74466	21	20	18	17	18	28
381199	0	3	3	3	4	1
20788	4385	4418	5024	5387	4994	4735
109093	368	451	342	387	397	344
18624	1613	1822	1865	1712	1667	1573
18988	0	0	0	0	0	0
14827	13992	16425	14366	13385	14104	14339
100328588	4	8	0	5	0	0
56613	977	1213	1254	1240	1147	1126
140486	0	1	0	0	0	0
76654	1	0	0	0	0	2
100034748	0	0	0	0	0	0
68616	15	26	14	25	13	11
474160	34	18	33	17	17	25
